what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742067998
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1362742067998
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362742069846
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1362742074153
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742074433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742079935
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1362742094991
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742095006
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362742096372
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742099127
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362742100032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742104915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742106336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742106656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742107107
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1362742112912
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742112926
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362742115236
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1362742120729
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742120745
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362742121952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742125664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742127124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742138506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742140110
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1362742144090
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742144107
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362742145218
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1362742151545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742151833
error,log,,,"Cannot pull into a repository with state: MERGING",1362742151859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742156398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742163123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742164686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742165074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742166291
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1362742166349
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1362742166403
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362742166458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742169510
opened,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362742169542
activated,editor,org.eclipse.compare,,"org.eclipse.compare.CompareEditor",1362742169561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742169886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742170165
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1362742173373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742175517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742176831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742177305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742177501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1362742177688
