what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363122971618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363123046780
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1363123051807
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1363123052069
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1363123111719
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1363123111953
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1363123143514
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1363123144813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363123177884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363123446161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363123447296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1363123485166
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1363123493956
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1363123497047
